timestamp	position_rotation	position_translation
2026-03-03 06:24:16.31+00	{0,0,0.35313398,-0.93557274}	{-73.0993,61.953327,1.89}
2026-03-03 06:24:16.602+00	{0,0,0.41653574,-0.9091193}	{-73.070274,62.271553,1.89}
2026-03-03 06:24:21.608+00	{0,0,0.4934005,-0.86980224}	{-72.80967,62.2735,1.89}
2026-03-03 06:24:26.683+00	{0,0,0.49237415,-0.8703836}	{-72.76322,62.447372,1.89}
2026-03-03 06:24:31.65+00	{0,0,0.4926443,-0.87023073}	{-72.74464,62.468117,1.89}
2026-03-03 06:24:36.678+00	{0,0,0.49251828,-0.8703021}	{-72.742,62.48275,1.89}
2026-03-03 06:24:41.722+00	{0,0,0.49251652,-0.8703031}	{-72.74307,62.485825,1.89}
2026-03-03 06:24:46.753+00	{0,0,0.49251443,-0.8703043}	{-72.742065,62.48522,1.89}
2026-03-03 06:24:51.795+00	{0,0,0.4925383,-0.87029076}	{-72.740616,62.48152,1.89}
2026-03-03 06:24:56.835+00	{0,0,0.4925219,-0.87030005}	{-72.739655,62.48551,1.89}
2026-03-03 06:25:01.86+00	{0,0,0.49245074,-0.8703403}	{-72.74246,62.48831,1.89}
2026-03-03 06:25:06.869+00	{0,0,0.49244055,-0.87034607}	{-72.74268,62.48668,1.89}
2026-03-03 06:25:11.89+00	{0,0,0.4924527,-0.8703392}	{-72.74279,62.48674,1.89}
2026-03-03 06:25:16.903+00	{0,0,0.49246216,-0.87033385}	{-72.742584,62.48638,1.89}
2026-03-03 06:25:21.935+00	{0,0,0.49241856,-0.8703585}	{-72.742325,62.48906,1.89}
2026-03-03 06:25:26.955+00	{0,0,0.49243933,-0.8703468}	{-72.74242,62.487236,1.89}
2026-03-03 06:25:31.985+00	{0,0,0.49237812,-0.8703814}	{-72.74279,62.48728,1.89}
2026-03-03 06:25:36.992+00	{0,0,0.49244782,-0.87034196}	{-72.74139,62.49089,1.89}
2026-03-03 06:25:40.955+00	{0,0,0.4758536,-0.87952447}	{-72.94788,62.261734,1.89}
2026-03-03 06:25:41.638+00	{0,0,0.45121786,-0.8924138}	{-73.12445,62.009914,1.89}
2026-03-03 06:25:42.357+00	{0,0,0.41795397,-0.9084682}	{-73.283745,61.705402,1.89}
2026-03-03 06:25:43.055+00	{0,0,0.3808274,-0.92464614}	{-73.43026,61.43652,1.89}
2026-03-03 06:25:43.524+00	{0,0,0.35001123,-0.93674546}	{-73.51002,61.141068,1.89}
2026-03-03 06:25:43.987+00	{0,0,0.31368354,-0.94952756}	{-73.57538,60.797577,1.89}
2026-03-03 06:25:44.395+00	{0,0,0.27232382,-0.96220565}	{-73.56955,60.46298,1.89}
2026-03-03 06:25:44.809+00	{0,0,0.2204474,-0.97539884}	{-73.464,60.07965,1.89}
2026-03-03 06:25:45.307+00	{0,0,0.13382414,-0.99100506}	{-73.20717,59.78315,1.89}
2026-03-03 06:25:45.695+00	{0,0,0.073694624,-0.99728084}	{-72.979095,59.51182,1.89}
2026-03-03 06:25:45.984+00	{0,0,0.03669788,-0.9993264}	{-72.612206,59.53825,1.89}
2026-03-03 06:25:46.225+00	{0,0,0.010317262,0.9999468}	{-72.35601,59.402687,1.89}
2026-03-03 06:25:46.58+00	{0,0,0.054156855,0.9985324}	{-72.030594,59.415813,1.89}
2026-03-03 06:25:46.99+00	{0,0,0.120655306,0.9926945}	{-71.76055,59.26547,1.89}
2026-03-03 06:25:47.561+00	{0,0,0.23388892,0.97226334}	{-71.36855,59.25404,1.89}
2026-03-03 06:25:47.831+00	{0,0,0.2810882,0.9596819}	{-71.05853,59.104687,1.89}
2026-03-03 06:25:48.243+00	{0,0,0.33091798,0.94365954}	{-70.73746,59.211487,1.89}
2026-03-03 06:25:49.105+00	{0,0,0.40879312,0.9126271}	{-70.43198,59.244297,1.89}
2026-03-03 06:25:51.037+00	{0,0,0.41855088,0.90819335}	{-70.6628,59.436657,1.89}
2026-03-03 06:25:51.464+00	{0,0,0.43847585,0.898743}	{-70.84658,59.696693,1.89}
2026-03-03 06:25:51.778+00	{0,0,0.46656817,0.88448524}	{-71.042145,59.99277,1.89}
2026-03-03 06:25:52.119+00	{0,0,0.4978753,0.86724865}	{-71.24514,60.262028,1.89}
2026-03-03 06:25:52.488+00	{0,0,0.5280022,0.84924304}	{-71.473946,60.53261,1.89}
2026-03-03 06:25:52.854+00	{0,0,0.555945,0.83121914}	{-71.72079,60.71929,1.89}
2026-03-03 06:25:54.647+00	{0,0,0.57361555,0.8191247}	{-71.92701,60.94454,1.89}
2026-03-03 06:25:55.381+00	{0,0,0.5949749,0.8037443}	{-72.19869,61.141594,1.89}
2026-03-03 06:25:55.79+00	{0,0,0.6172603,0.7867591}	{-72.48933,61.33577,1.89}
2026-03-03 06:25:56.102+00	{0,0,0.6410466,0.767502}	{-72.81861,61.508846,1.89}
2026-03-03 06:25:56.367+00	{0,0,0.6632529,0.7483954}	{-73.14252,61.667496,1.89}
2026-03-03 06:25:56.555+00	{0,0,0.68081826,0.73245245}	{-73.44176,61.80727,1.89}
2026-03-03 06:25:56.825+00	{0,0,0.70358115,0.7106149}	{-73.80133,61.90328,1.89}
2026-03-03 06:25:57.046+00	{0,0,0.71804416,0.69599754}	{-74.10098,61.981247,1.89}
2026-03-03 06:25:57.246+00	{0,0,0.7298387,0.6836194}	{-74.42262,62.035793,1.89}
2026-03-03 06:25:57.507+00	{0,0,0.73933756,0.6733349}	{-74.81557,62.040695,1.89}
2026-03-03 06:25:57.695+00	{0,0,0.7427653,0.66955185}	{-75.25065,62.08292,1.89}
2026-03-03 06:25:57.92+00	{0,0,0.7452789,0.66675276}	{-75.57792,62.032715,1.89}
2026-03-03 06:25:58.112+00	{0,0,0.7439533,0.66823155}	{-75.89648,62.020466,1.89}
2026-03-03 06:25:58.297+00	{0,0,0.74239504,0.66996235}	{-76.20657,61.963196,1.89}
2026-03-03 06:25:58.58+00	{0,0,0.73905885,0.6736408}	{-76.66358,61.90492,1.89}
2026-03-03 06:25:58.775+00	{0,0,0.7351887,0.6778624}	{-77.037254,61.854355,1.89}
2026-03-03 06:25:59.04+00	{0,0,0.7292944,0.68420005}	{-77.45898,61.799873,1.89}
2026-03-03 06:25:59.229+00	{0,0,0.7251283,0.6886138}	{-77.84836,61.76105,1.89}
2026-03-03 06:25:59.495+00	{0,0,0.72100633,0.69292843}	{-78.27855,61.675323,1.89}
2026-03-03 06:25:59.702+00	{0,0,0.71800643,0.69603646}	{-78.59329,61.677765,1.89}
2026-03-03 06:25:59.962+00	{0,0,0.71478575,0.6993435}	{-78.97025,61.637764,1.89}
2026-03-03 06:26:00.262+00	{0,0,0.7111204,0.7030702}	{-79.306366,61.632023,1.89}
2026-03-03 06:26:00.585+00	{0,0,0.70616424,0.7080481}	{-79.64175,61.61241,1.89}
2026-03-03 06:26:00.982+00	{0,0,0.7017432,0.71243}	{-79.95899,61.58648,1.89}
2026-03-03 06:26:01.657+00	{0,0,0.697307,0.71677256}	{-80.26564,61.57703,1.89}
2026-03-03 06:26:03.352+00	{0,0,0.69957083,0.71456325}	{-79.937225,61.579277,1.89}
2026-03-03 06:26:03.655+00	{0,0,0.6977266,0.71636415}	{-79.56563,61.564243,1.89}
2026-03-03 06:26:03.917+00	{0,0,0.6932902,0.72065854}	{-79.2545,61.521614,1.89}
2026-03-03 06:26:04.087+00	{0,0,0.6874156,0.7262643}	{-78.93507,61.47517,1.89}
2026-03-03 06:26:04.377+00	{0,0,0.67958486,0.733597}	{-78.57577,61.434113,1.89}
2026-03-03 06:26:04.648+00	{0,0,0.6723112,0.7402687}	{-78.216576,61.35283,1.89}
2026-03-03 06:26:04.995+00	{0,0,0.6656266,0.746285}	{-77.91234,61.29648,1.89}
2026-03-03 06:26:06.369+00	{0,0,0.6792417,0.7339147}	{-78.2438,61.39074,1.89}
2026-03-03 06:26:06.721+00	{0,0,0.6915328,0.72234505}	{-78.628,61.49085,1.89}
2026-03-03 06:26:07.041+00	{0,0,0.6990439,0.7150788}	{-78.953094,61.541798,1.89}
2026-03-03 06:26:07.485+00	{0,0,0.7010781,0.71308446}	{-79.300156,61.555122,1.89}
2026-03-03 06:26:07.958+00	{0,0,0.6996699,0.7144663}	{-79.605,61.560364,1.89}
2026-03-03 06:26:08.773+00	{0,0,0.6982756,0.715829}	{-79.9054,61.559505,1.89}
2026-03-03 06:26:11.429+00	{0,0,0.6994106,0.7147201}	{-79.60349,61.559174,1.89}
2026-03-03 06:26:11.985+00	{0,0,0.70062166,0.713533}	{-79.2674,61.568306,1.89}
2026-03-03 06:26:12.398+00	{0,0,0.70246977,0.7117136}	{-78.87052,61.55654,1.89}
2026-03-03 06:26:12.726+00	{0,0,0.7009095,0.7132502}	{-78.53569,61.542297,1.89}
2026-03-03 06:26:12.955+00	{0,0,0.69358194,0.72037774}	{-78.196976,61.488144,1.89}
2026-03-03 06:26:13.258+00	{0,0,0.6812089,0.7320891}	{-77.88164,61.426117,1.89}
2026-03-03 06:26:13.557+00	{0,0,0.6645643,0.7472311}	{-77.54665,61.342857,1.89}
2026-03-03 06:26:13.757+00	{0,0,0.6442439,0.76482016}	{-77.239716,61.225105,1.89}
2026-03-03 06:26:14.048+00	{0,0,0.62201095,0.7830086}	{-76.92277,61.08011,1.89}
2026-03-03 06:26:14.379+00	{0,0,0.6014533,0.798908}	{-76.5741,60.9062,1.89}
2026-03-03 06:26:14.789+00	{0,0,0.55117637,0.8343888}	{-76.07327,60.49245,1.89}
2026-03-03 06:26:15.042+00	{0,0,0.5239725,0.8517352}	{-75.79566,60.27745,1.89}
2026-03-03 06:26:15.719+00	{0,0,0.4684614,0.883484}	{-75.56888,60.024906,1.89}
2026-03-03 06:26:16.102+00	{0,0,0.44686264,0.8946026}	{-75.27441,59.788834,1.89}
2026-03-03 06:26:16.563+00	{0,0,0.44166794,0.8971786}	{-75.018456,59.559185,1.89}
2026-03-03 06:26:18.063+00	{0,0,0.34367016,0.93909043}	{-75.32669,59.490547,1.89}
2026-03-03 06:26:18.374+00	{0,0,0.24519444,0.96947396}	{-75.66275,59.342205,1.89}
2026-03-03 06:26:18.825+00	{0,0,0.14798094,0.98899025}	{-76.0467,59.38222,1.89}
2026-03-03 06:26:19.106+00	{0,0,0.09702653,0.9952818}	{-76.38176,59.550224,1.89}
2026-03-03 06:26:19.396+00	{0,0,0.03919146,0.9992317}	{-76.64829,59.830338,1.89}
2026-03-03 06:26:19.565+00	{0,0,0.025962295,0.99966294}	{-75.619865,56.64557,1.89}
2026-03-03 06:26:19.929+00	{0,0,0.005030762,-0.99998736}	{-75.74914,56.70137,1.89}
2026-03-03 06:26:20.256+00	{0,0,0.0155617,-0.9998789}	{-75.76838,57.011158,1.89}
2026-03-03 06:26:20.584+00	{0,0,0.0047415635,-0.99998873}	{-75.74379,57.554592,1.89}
2026-03-03 06:26:20.618+00	{0,0,0.00033271313,0.99999994}	{-75.73256,57.619,1.89}
2026-03-03 06:26:20.694+00	{0,0,0.0031197339,-0.9999951}	{-75.74724,57.5724,1.89}
2026-03-03 06:26:20.751+00	{0,0,0.0015330308,0.9999988}	{-75.72966,57.62292,1.89}
2026-03-03 06:26:20.91+00	{0,0,0.0131426845,0.99991363}	{-75.745155,58.373478,1.89}
2026-03-03 06:26:21.053+00	{0,0,0.035479847,0.9993704}	{-75.63528,58.681953,1.89}
2026-03-03 06:26:21.225+00	{0,0,0.05365155,0.9985597}	{-75.63016,59.077785,1.89}
2026-03-03 06:26:21.568+00	{0,0,0.06936792,0.99759114}	{-75.53535,59.391556,1.89}
2026-03-03 06:26:21.801+00	{0,0,0.07716487,0.99701834}	{-75.58006,59.70305,1.89}
2026-03-03 06:26:22.161+00	{0,0,0.07940543,0.9968424}	{-75.61369,60.003307,1.89}
2026-03-03 06:26:22.755+00	{0,0,0.07884286,0.9968871}	{-75.67664,60.33931,1.89}
2026-03-03 06:26:23.253+00	{0,0,0.077071935,0.99702555}	{-75.75749,60.721786,1.89}
2026-03-03 06:26:23.615+00	{0,0,0.077657156,0.99698013}	{-75.7864,61.075893,1.89}
2026-03-03 06:26:24.061+00	{0,0,0.08146903,0.99667585}	{-75.82492,61.389378,1.89}
2026-03-03 06:26:25.44+00	{0,0,0.08482681,0.9963957}	{-75.73074,61.08138,1.89}
2026-03-03 06:26:25.767+00	{0,0,0.088042915,0.9961167}	{-75.65356,60.672585,1.89}
2026-03-03 06:26:26.12+00	{0,0,0.09133147,0.9958205}	{-75.53861,60.18796,1.89}
2026-03-03 06:26:26.44+00	{0,0,0.09322652,0.9956449}	{-75.311905,59.96255,1.89}
2026-03-03 06:26:26.7+00	{0,0,0.09260065,0.99570334}	{-74.990555,59.828552,1.89}
2026-03-03 06:26:26.983+00	{0,0,0.09637395,0.9953452}	{-74.986145,59.439674,1.89}
2026-03-03 06:26:27.115+00	{0,0,0.09278059,0.9956866}	{-74.64953,59.35638,1.89}
2026-03-03 06:26:27.392+00	{0,0,0.09160853,0.99579513}	{-74.29759,59.0674,1.89}
2026-03-03 06:26:27.582+00	{0,0,0.091909215,0.9957674}	{-73.96231,59.009407,1.89}
2026-03-03 06:26:27.825+00	{0,0,0.10018406,0.99496895}	{-73.89071,58.589443,1.89}
2026-03-03 06:26:28.391+00	{0,0,0.12144955,0.99259764}	{-73.781265,58.23096,1.89}
2026-03-03 06:26:28.697+00	{0,0,0.12637067,0.9919831}	{-73.47838,58.26295,1.89}
2026-03-03 06:26:29.08+00	{0,0,0.11851736,0.992952}	{-73.7766,58.205425,1.89}
2026-03-03 06:26:29.365+00	{0,0,0.07142715,0.9974458}	{-73.5603,58.42959,1.89}
2026-03-03 06:26:29.852+00	{0,0,0.008623882,-0.9999628}	{-73.641136,58.479008,1.89}
2026-03-03 06:26:30.6+00	{0,0,0.13177015,-0.9912803}	{-73.94297,58.503445,1.89}
2026-03-03 06:26:30.818+00	{0,0,0.20560133,-0.97863585}	{-74.22791,58.60027,1.89}
2026-03-03 06:26:31.116+00	{0,0,0.26357827,-0.964638}	{-74.58967,58.66175,1.89}
2026-03-03 06:26:31.516+00	{0,0,0.34342694,-0.93917936}	{-74.71889,58.941868,1.89}
2026-03-03 06:26:31.672+00	{0,0,0.36070627,-0.9326795}	{-74.7606,59.275276,1.89}
2026-03-03 06:26:32.386+00	{0,0,0.43246526,-0.9016506}	{-74.59752,59.53108,1.89}
2026-03-03 06:26:32.735+00	{0,0,0.45683095,-0.8895535}	{-74.387375,59.842537,1.89}
2026-03-03 06:26:33.018+00	{0,0,0.4638627,-0.8859071}	{-73.98317,60.082237,1.89}
2026-03-03 06:26:33.328+00	{0,0,0.45799014,-0.88895726}	{-73.61662,60.3321,1.89}
2026-03-03 06:26:33.457+00	{0,0,0.45182234,-0.8921079}	{-73.307884,60.539425,1.89}
2026-03-03 06:26:33.623+00	{0,0,0.4473888,-0.89433956}	{-73.09094,60.82033,1.89}
2026-03-03 06:26:33.719+00	{0,0,0.439855,-0.8980688}	{-72.79346,60.986332,1.89}
2026-03-03 06:26:33.913+00	{0,0,0.43461362,-0.900617}	{-72.37053,61.301304,1.89}
2026-03-03 06:26:34.118+00	{0,0,0.4334386,-0.90118307}	{-72.080444,61.547176,1.89}
2026-03-03 06:26:34.292+00	{0,0,0.43662235,-0.89964485}	{-71.82678,61.77142,1.89}
2026-03-03 06:26:34.624+00	{0,0,0.4536371,-0.8911865}	{-71.499985,61.965385,1.89}
2026-03-03 06:26:34.969+00	{0,0,0.47273687,-0.88120365}	{-71.216286,62.278267,1.89}
2026-03-03 06:26:35.255+00	{0,0,0.4891805,-0.87218255}	{-70.91732,62.5291,1.89}
2026-03-03 06:26:35.623+00	{0,0,0.50660384,-0.8621789}	{-70.67168,62.778343,1.89}
2026-03-03 06:26:36.268+00	{0,0,0.51492286,-0.8572365}	{-70.44881,62.979454,1.89}
2026-03-03 06:26:38.079+00	{0,0,0.51961607,-0.85439986}	{-70.84218,62.76793,1.89}
2026-03-03 06:26:38.366+00	{0,0,0.51915663,-0.8546791}	{-71.16539,62.58629,1.89}
2026-03-03 06:26:38.702+00	{0,0,0.5136297,-0.85801196}	{-71.47432,62.39263,1.89}
2026-03-03 06:26:38.953+00	{0,0,0.5032857,-0.86412007}	{-71.734764,62.214706,1.89}
2026-03-03 06:26:39.225+00	{0,0,0.49003762,-0.87170124}	{-72.01528,61.988304,1.89}
2026-03-03 06:26:39.481+00	{0,0,0.47579738,-0.87955487}	{-72.2677,61.783314,1.89}
2026-03-03 06:26:39.92+00	{0,0,0.45088252,-0.8925833}	{-72.64452,61.393646,1.89}
2026-03-03 06:26:40.166+00	{0,0,0.42944732,-0.9030919}	{-72.85927,61.12934,1.89}
2026-03-03 06:26:40.581+00	{0,0,0.38972917,-0.9209295}	{-73.036064,60.773563,1.89}
2026-03-03 06:26:41.655+00	{0,0,0.44305474,-0.89649457}	{-73.171844,61.046555,1.89}
2026-03-03 06:26:41.903+00	{0,0,0.52253485,-0.8526179}	{-73.22219,61.39392,1.89}
2026-03-03 06:26:42.179+00	{0,0,0.57920647,-0.81518084}	{-73.191284,61.8107,1.89}
2026-03-03 06:26:42.636+00	{0,0,0.6136461,-0.7895812}	{-72.773994,62.294052,1.89}
2026-03-03 06:26:42.961+00	{0,0,0.6362937,-0.7714469}	{-72.51041,62.572617,1.89}
2026-03-03 06:26:43.371+00	{0,0,0.63852125,-0.76960415}	{-72.19442,62.67594,1.89}
2026-03-03 06:26:43.843+00	{0,0,0.63112664,-0.77567977}	{-71.86518,62.691536,1.89}
2026-03-03 06:26:44.295+00	{0,0,0.62444705,-0.7810671}	{-71.56827,62.74157,1.89}
2026-03-03 06:26:44.842+00	{0,0,0.6257642,-0.78001225}	{-71.23357,62.824738,1.89}
2026-03-03 06:26:45.273+00	{0,0,0.6274126,-0.77868694}	{-70.89326,62.899483,1.89}
2026-03-03 06:26:45.7+00	{0,0,0.6313424,-0.7755041}	{-70.58508,62.99421,1.89}
2026-03-03 06:26:48.41+00	{0,0,0.5932702,-0.8050034}	{-70.8193,62.770126,1.89}
2026-03-03 06:26:48.758+00	{0,0,0.5635203,-0.8261022}	{-71.11227,62.530907,1.89}
2026-03-03 06:26:49.131+00	{0,0,0.53347874,-0.84581345}	{-71.34811,62.283173,1.89}
2026-03-03 06:26:49.355+00	{0,0,0.50654745,-0.86221206}	{-71.551956,62.04664,1.89}
2026-03-03 06:26:49.582+00	{0,0,0.48326352,-0.87547493}	{-71.676796,62.392197,1.89}
2026-03-03 06:26:49.771+00	{0,0,0.46425804,-0.8857}	{-71.887474,61.65937,1.89}
2026-03-03 06:26:50.031+00	{0,0,0.43501306,-0.9004241}	{-72.08097,61.376247,1.89}
2026-03-03 06:26:50.294+00	{0,0,0.40464056,-0.9144758}	{-72.26872,61.07174,1.89}
2026-03-03 06:26:50.619+00	{0,0,0.37418544,-0.92735386}	{-72.4193,60.73079,1.89}
2026-03-03 06:26:50.884+00	{0,0,0.33286932,-0.94297296}	{-72.6072,60.34367,1.89}
2026-03-03 06:26:51.158+00	{0,0,0.29892462,-0.95427674}	{-72.71456,59.976727,1.89}
2026-03-03 06:26:51.499+00	{0,0,0.263128,-0.9647609}	{-72.80398,59.608727,1.89}
2026-03-03 06:26:51.639+00	{0,0,0.2355312,-0.9718668}	{-72.836845,59.28671,1.89}
2026-03-03 06:26:51.857+00	{0,0,0.20607251,-0.9785367}	{-72.81211,58.981365,1.89}
2026-03-03 06:26:52.116+00	{0,0,0.16094713,-0.98696303}	{-72.84327,58.560574,1.89}
2026-03-03 06:26:52.431+00	{0,0,0.11284052,-0.9936131}	{-72.96058,58.11591,1.89}
2026-03-03 06:26:52.557+00	{0,0,0.08577086,-0.9963149}	{-72.7322,57.8693,1.89}
2026-03-03 06:26:52.888+00	{0,0,0.068224356,-0.99767}	{-73.05953,57.240677,1.89}
2026-03-03 06:26:52.974+00	{0,0,0.04393525,-0.9990344}	{-72.693436,56.896862,1.89}
2026-03-03 06:26:53.11+00	{0,0,0.03144488,-0.99950546}	{-72.85613,57.249207,1.89}
2026-03-03 06:26:53.151+00	{0,0,0.0047564646,-0.9999887}	{-72.5574,56.90888,1.89}
2026-03-03 06:26:53.257+00	{0,0,0.0073537165,0.99997294}	{-72.45881,56.864666,1.89}
2026-03-03 06:26:53.579+00	{0,0,0.06386794,0.99795836}	{-72.207535,56.436813,1.89}
2026-03-03 06:26:53.843+00	{0,0,0.11401494,0.993479}	{-71.95495,56.165833,1.89}
2026-03-03 06:26:54.118+00	{0,0,0.16159734,0.98685676}	{-71.724686,55.96847,1.89}
2026-03-03 06:26:54.456+00	{0,0,0.21055727,0.97758156}	{-71.44628,55.75446,1.89}
2026-03-03 06:26:54.827+00	{0,0,0.25960615,0.9657146}	{-71.12894,55.553658,1.89}
2026-03-03 06:26:55.291+00	{0,0,0.29987633,0.95397806}	{-70.845764,55.36593,1.89}
2026-03-03 06:26:56.309+00	{0,0,0.31997436,0.9474262}	{-70.6113,55.178722,1.89}
2026-03-03 06:26:57.364+00	{0,0,0.3490626,0.9370994}	{-70.69859,55.502415,1.89}
2026-03-03 06:26:57.759+00	{0,0,0.39637047,0.9180907}	{-70.759285,55.844463,1.89}
2026-03-03 06:26:58.057+00	{0,0,0.43279266,0.9014935}	{-71.028854,56.274258,1.89}
2026-03-03 06:26:58.509+00	{0,0,0.5028794,0.86435664}	{-70.95059,56.60369,1.89}
2026-03-03 06:26:58.772+00	{0,0,0.5453091,0.8382351}	{-71.08453,56.99741,1.89}
2026-03-03 06:26:59.343+00	{0,0,0.5918311,0.80606204}	{-71.29848,57.239597,1.89}
2026-03-03 06:26:59.501+00	{0,0,0.61832273,0.7859244}	{-71.71117,57.64761,1.89}
2026-03-03 06:26:59.879+00	{0,0,0.66002834,0.7512408}	{-72.07979,57.806183,1.89}
2026-03-03 06:27:00.151+00	{0,0,0.6781227,0.73494875}	{-72.84763,58.317257,1.89}
2026-03-03 06:27:00.491+00	{0,0,0.70269126,0.7114949}	{-73.38909,58.33545,1.89}
2026-03-03 06:27:00.533+00	{0,0,0.69998074,0.71416175}	{-73.05966,58.147495,1.89}
2026-03-03 06:27:00.639+00	{0,0,0.71098554,0.7032066}	{-73.38415,58.199394,1.89}
2026-03-03 06:27:00.786+00	{0,0,0.71805805,0.69598323}	{-73.81436,58.349117,1.89}
2026-03-03 06:27:00.965+00	{0,0,0.72872585,0.6848055}	{-74.18858,58.39433,1.89}
2026-03-03 06:27:01.181+00	{0,0,0.7399367,0.67267644}	{-74.871895,58.51663,1.89}
2026-03-03 06:27:01.427+00	{0,0,0.754824,0.65592736}	{-75.229385,58.51007,1.89}
2026-03-03 06:27:01.643+00	{0,0,0.7665967,0.6421288}	{-75.55266,58.531506,1.89}
2026-03-03 06:27:01.81+00	{0,0,0.7732506,0.6341005}	{-76.2846,58.640617,1.89}
2026-03-03 06:27:01.889+00	{0,0,0.7846215,0.6199751}	{-76.7282,58.702503,1.89}
2026-03-03 06:27:02.017+00	{0,0,0.78759706,0.61619055}	{-77.05124,58.680267,1.89}
2026-03-03 06:27:02.093+00	{0,0,0.79909295,0.60120744}	{-77.4681,58.682407,1.89}
2026-03-03 06:27:02.233+00	{0,0,0.8059618,0.5919675}	{-77.8661,58.741814,1.89}
2026-03-03 06:27:02.639+00	{0,0,0.81632704,0.57758987}	{-77.58807,58.621536,1.89}
2026-03-03 06:27:02.724+00	{0,0,0.82063323,0.5714551}	{-78.123726,58.682682,1.89}
2026-03-03 06:27:02.9+00	{0,0,0.8266682,0.56268966}	{-78.556946,58.689686,1.89}
2026-03-03 06:27:04.213+00	{0,0,0.8272606,0.56181824}	{-78.24072,58.65086,1.89}
2026-03-03 06:27:04.624+00	{0,0,0.8270565,0.5621187}	{-77.87773,58.77735,1.89}
2026-03-03 06:27:04.775+00	{0,0,0.8274278,0.5615721}	{-77.345146,58.8484,1.89}
2026-03-03 06:27:04.976+00	{0,0,0.82744294,0.5615498}	{-77.05047,58.97637,1.89}
2026-03-03 06:27:05.016+00	{0,0,0.82649034,0.56295085}	{-76.48071,58.9839,1.89}
2026-03-03 06:27:05.243+00	{0,0,0.8234672,0.5673638}	{-75.93153,59.038094,1.89}
2026-03-03 06:27:05.395+00	{0,0,0.82179487,0.5697834}	{-75.61348,59.024902,1.89}
2026-03-03 06:27:05.57+00	{0,0,0.8184467,0.5745824}	{-75.28984,59.117928,1.89}
2026-03-03 06:27:05.716+00	{0,0,0.8142997,0.5804446}	{-74.881134,59.2047,1.89}
2026-03-03 06:27:05.831+00	{0,0,0.81111306,0.5848893}	{-74.513054,59.220596,1.89}
2026-03-03 06:27:06.051+00	{0,0,0.80719405,0.59028614}	{-74.081375,59.26893,1.89}
2026-03-03 06:27:06.227+00	{0,0,0.80196893,0.5973657}	{-73.81108,59.409256,1.89}
2026-03-03 06:27:06.403+00	{0,0,0.7999574,0.6000567}	{-73.445786,59.4291,1.89}
2026-03-03 06:27:06.562+00	{0,0,0.79931897,0.60090685}	{-73.10509,59.517746,1.89}
2026-03-03 06:27:06.774+00	{0,0,0.80185413,0.5975198}	{-72.81464,59.610752,1.89}
2026-03-03 06:27:06.985+00	{0,0,0.80726755,0.59018564}	{-72.46327,59.738495,1.89}
2026-03-03 06:27:07.157+00	{0,0,0.81495136,0.5795293}	{-72.120255,59.920326,1.89}
2026-03-03 06:27:07.447+00	{0,0,0.82835054,0.5602101}	{-71.749245,60.164772,1.89}
2026-03-03 06:27:07.633+00	{0,0,0.83927554,0.54370624}	{-71.4209,60.347034,1.89}
2026-03-03 06:27:07.852+00	{0,0,0.84728634,0.53113633}	{-71.13631,60.60025,1.89}
2026-03-03 06:27:08.1+00	{0,0,0.8556777,0.517509}	{-70.79224,60.800102,1.89}
2026-03-03 06:27:08.302+00	{0,0,0.8585506,0.5127288}	{-70.5199,60.96221,1.89}
2026-03-03 06:27:08.516+00	{0,0,0.85885143,0.51222473}	{-70.23103,61.121437,1.89}
2026-03-03 06:27:08.715+00	{0,0,0.85694975,0.51539993}	{-69.941444,61.25551,1.89}
2026-03-03 06:27:08.919+00	{0,0,0.8529989,0.5219126}	{-69.64092,61.391796,1.89}
2026-03-03 06:27:09.122+00	{0,0,0.8469741,0.53163415}	{-69.3268,61.53289,1.89}
2026-03-03 06:27:09.351+00	{0,0,0.839155,0.54389226}	{-69.00926,61.620895,1.89}
2026-03-03 06:27:09.507+00	{0,0,0.8295724,0.55839914}	{-68.68545,61.694412,1.89}
2026-03-03 06:27:09.712+00	{0,0,0.8186553,0.5742851}	{-68.36214,61.77696,1.89}
2026-03-03 06:27:10.158+00	{0,0,0.79108965,0.6117002}	{-67.77258,61.86442,1.89}
2026-03-03 06:27:10.375+00	{0,0,0.78060937,0.62501913}	{-67.45763,61.865078,1.89}
2026-03-03 06:27:10.693+00	{0,0,0.76682603,0.64185494}	{-67.09291,61.85245,1.89}
2026-03-03 06:27:10.987+00	{0,0,0.74834853,0.66330564}	{-66.63094,61.853474,1.89}
2026-03-03 06:27:11.238+00	{0,0,0.7337177,0.67945445}	{-66.33017,61.832294,1.89}
2026-03-03 06:27:11.816+00	{0,0,0.7149226,0.6992036}	{-66.03368,61.746628,1.89}
2026-03-03 06:27:12.026+00	{0,0,0.7077656,0.70644736}	{-65.7009,61.65812,1.89}
2026-03-03 06:27:12.688+00	{0,0,0.7022749,0.7119059}	{-65.37881,61.626423,1.89}
2026-03-03 06:27:15.716+00	{0,0,0.61223507,0.7906758}	{-65.62651,61.43117,1.89}
2026-03-03 06:27:15.991+00	{0,0,0.5424584,0.8400827}	{-65.9152,61.260963,1.89}
2026-03-03 06:27:16.576+00	{0,0,0.3423197,0.93958354}	{-65.95055,61.244873,1.89}
2026-03-03 06:27:16.887+00	{0,0,0.2676565,0.9635144}	{-66.27375,61.258636,1.89}
